polling_station_number,parlament_voters,Oppobloc,Strength and Honor,Fatherland,OP for Life,European Solidarity,Ukrainian Strategy,Servant of the People,Radical Party,Party of Shariy,Voice,Freedom,Other parties,district_number
51611,845,8,64,64,51,71,89,391,21,5,45,11,25,13
51612,947,6,93,88,71,69,89,403,22,17,51,12,26,13
51613,290,2,20,31,12,24,28,133,8,1,16,3,12,13
51614,773,9,33,65,21,47,85,391,24,15,42,6,35,13
51615,653,11,39,62,42,42,78,313,14,2,20,6,24,13
51616,515,7,25,40,21,16,65,280,14,7,21,8,11,13
51617,458,6,11,35,26,19,56,254,12,7,16,5,11,13
51618,440,4,12,55,21,14,34,245,18,6,10,12,9,13
51619,289,3,9,33,19,26,30,142,3,3,8,6,7,13
51620,1087,19,51,75,31,50,135,587,27,14,52,12,34,13
51621,709,11,33,60,40,41,82,366,23,7,26,6,14,13
51622,17,0,2,0,1,0,3,8,0,0,3,0,0,13
51623,36,1,1,2,2,5,8,11,2,0,0,0,4,13
51656,1004,10,41,114,49,60,138,445,40,11,52,12,32,13
51657,1009,9,58,97,54,103,135,442,23,7,40,15,26,13
51658,899,10,29,94,47,84,134,391,33,4,39,14,20,13
51659,1007,6,44,121,36,77,144,440,31,14,47,20,27,13
51660,951,9,53,127,32,57,111,433,42,11,35,17,24,13
51661,1054,6,51,109,50,91,143,463,42,5,44,15,35,13
51662,948,7,71,106,57,60,120,414,27,8,35,11,32,13
51663,853,13,42,60,33,65,127,398,24,7,41,12,31,13
51664,1057,9,49,101,68,96,131,450,31,9,44,25,44,13
51665,732,10,41,87,27,57,98,334,29,4,27,5,13,13
51666,267,2,9,12,21,29,25,134,5,4,19,5,2,13
51667,95,1,6,10,2,11,13,40,4,0,3,2,3,13
51668,19,0,0,3,3,3,3,3,2,0,0,0,2,13
50001,718,12,54,64,37,56,131,278,14,6,41,12,13,14
50002,989,8,40,85,49,78,176,391,37,31,46,18,30,14
50003,940,16,56,108,46,70,130,395,28,19,26,21,25,14
50004,707,10,52,78,47,64,101,245,24,10,29,18,29,14
50005,905,11,50,105,35,58,112,424,37,12,33,7,21,14
50006,817,7,50,54,25,64,144,352,21,14,41,23,22,14
50007,1042,9,76,99,46,96,192,394,26,12,45,13,34,14
50008,955,10,40,88,50,97,145,404,36,8,33,12,32,14
50009,321,3,11,22,4,33,52,143,16,0,11,5,21,14
50010,320,8,8,27,15,30,62,121,28,0,9,2,10,14
50011,84,3,0,10,4,5,23,22,9,0,1,6,1,14
50012,156,9,14,40,2,10,14,49,12,0,2,1,3,14
50013,92,5,6,13,8,8,17,26,5,0,2,1,1,14
50014,201,5,11,36,5,27,32,54,17,0,7,3,4,14
50015,73,3,2,24,2,8,11,20,2,0,1,0,0,14
50016,438,3,26,60,17,69,104,73,56,10,7,1,12,14
50017,108,2,1,20,1,10,27,22,15,0,2,4,4,14
50018,321,6,27,71,5,30,32,117,12,4,5,2,10,14
50019,363,10,20,68,12,35,61,125,10,1,9,4,8,14
50020,293,5,11,51,16,32,31,109,13,2,8,8,7,14
50021,103,2,7,16,2,11,14,27,18,0,0,3,3,14
50022,283,19,11,21,3,36,45,88,43,0,4,3,10,14
50023,497,11,11,74,16,42,90,189,24,3,15,11,11,14
50024,374,8,20,61,14,28,56,138,26,2,14,2,5,14
50025,211,4,3,23,10,12,61,71,16,0,5,3,3,14
50026,161,17,4,25,5,6,50,28,20,1,2,0,3,14
50027,74,4,2,5,4,4,18,24,6,0,1,0,6,14
50028,147,4,4,20,4,4,21,77,4,0,1,1,7,14
50029,82,4,2,18,2,2,14,31,8,0,0,1,0,14
50030,245,5,5,32,11,28,45,70,35,3,3,2,6,14
50031,251,4,12,30,5,16,42,104,17,0,7,5,9,14
50032,297,8,4,36,12,23,66,100,19,2,8,10,9,14
50033,367,12,14,49,10,20,75,140,21,4,8,7,7,14
50034,573,3,17,39,22,29,125,269,22,3,18,12,14,14
50035,211,34,16,47,5,29,32,30,9,0,2,2,5,14
50036,183,9,11,51,1,17,34,39,11,0,1,4,5,14
50037,176,8,5,12,7,11,38,77,6,2,0,2,8,14
50038,65,4,5,7,0,2,22,16,5,0,0,2,2,14
50039,154,4,10,16,13,9,27,47,17,0,2,2,7,14
50040,281,11,11,52,10,19,42,101,20,2,3,5,5,14
50041,140,11,8,38,4,14,28,22,11,0,1,1,2,14
50042,109,2,8,21,3,11,16,34,4,0,2,5,3,14
50043,102,6,7,25,4,8,17,27,3,0,1,0,4,14
50044,567,8,27,83,16,34,60,272,37,0,8,3,19,14
50045,353,16,30,46,12,17,56,76,50,1,7,33,9,14
50046,268,3,10,61,6,9,43,84,43,0,5,2,2,14
50047,403,13,9,36,10,26,109,149,28,0,6,7,10,14
50048,257,3,15,15,15,6,33,115,29,0,15,2,9,14
50049,105,5,4,19,1,6,29,29,6,0,0,0,6,14
50050,129,6,6,39,11,2,24,32,4,0,0,1,4,14
50051,134,16,4,18,4,18,19,40,7,0,0,0,8,14
50052,92,4,1,24,5,8,23,19,5,0,2,0,1,14
50053,308,13,10,41,8,17,61,116,20,2,7,4,9,14
50054,163,1,3,25,11,14,31,55,15,1,3,0,4,14
50055,212,11,12,37,3,15,68,37,20,1,4,2,2,14
50056,169,13,2,37,7,14,32,35,18,0,4,1,6,14
50057,276,4,14,11,2,21,54,121,22,5,6,4,12,14
50058,313,11,15,21,7,18,55,121,44,0,8,5,8,14
50059,90,6,2,13,6,7,31,13,9,0,2,0,1,14
50060,379,15,8,70,12,37,101,105,18,0,6,0,7,14
50061,263,14,8,47,7,26,56,78,16,0,4,4,3,14
50062,246,6,12,41,10,12,37,71,32,0,5,16,4,14
50063,374,11,17,31,11,27,71,138,50,0,4,4,10,14
50064,230,17,4,31,11,5,47,55,43,0,6,2,9,14
50065,195,7,9,47,6,32,26,50,12,0,2,2,2,14
50066,330,2,15,51,13,16,68,119,25,1,5,4,11,14
50067,219,5,8,32,3,13,59,74,11,4,6,2,2,14
50068,204,0,14,39,2,10,35,82,20,0,0,1,1,14
50069,212,6,6,24,20,16,40,58,24,0,9,7,2,14
50070,114,2,2,14,9,4,24,36,21,0,1,0,1,14
50071,25,0,1,0,2,0,2,15,3,0,0,1,1,14
50261,590,6,27,45,36,50,87,255,18,14,33,5,14,14
50262,523,33,25,25,26,57,64,220,29,8,19,2,15,14
50263,608,13,29,51,46,57,72,288,17,2,7,10,16,14
50264,156,4,8,17,9,13,25,57,7,3,4,1,8,14
50265,210,7,10,7,18,17,39,83,15,2,1,1,10,14
50266,260,16,12,27,12,26,27,103,14,1,5,1,16,14
50267,201,14,3,41,10,16,27,71,12,0,1,4,2,14
50268,336,29,25,31,29,31,29,128,20,3,6,0,5,14
50269,269,4,22,40,13,11,45,103,16,0,5,4,6,14
50270,520,11,33,67,22,37,92,164,31,9,18,10,26,14
50271,239,6,9,56,5,24,31,61,27,0,7,6,7,14
50272,336,7,21,15,28,21,56,151,16,0,6,0,15,14
50273,154,6,10,17,6,12,20,56,12,1,4,2,8,14
50274,110,7,4,18,5,9,5,40,14,1,3,0,4,14
50275,41,9,2,10,0,4,7,2,5,0,0,0,2,14
50276,277,4,13,35,11,49,24,92,31,0,6,5,7,14
50277,108,5,6,5,11,9,12,47,6,0,1,1,5,14
50278,345,15,19,50,22,28,42,115,33,0,7,9,5,14
50279,66,4,6,6,2,12,5,17,13,1,0,0,0,14
50280,277,6,15,25,20,14,56,80,38,0,7,7,9,14
50281,174,4,4,12,12,16,22,79,11,0,4,3,7,14
50282,70,13,1,10,4,10,12,17,3,0,0,0,0,14
50283,60,8,2,7,4,7,5,22,1,0,0,0,4,14
50284,139,6,17,17,5,12,10,47,18,0,1,2,4,14
50285,129,11,8,9,3,18,9,43,14,0,1,8,5,14
50286,344,16,18,19,31,39,28,150,13,5,15,3,7,14
50287,238,4,7,20,18,13,14,133,13,0,4,3,9,14
50288,137,10,13,19,4,10,10,54,11,0,1,3,2,14
50289,164,7,5,28,13,13,12,71,6,1,5,2,1,14
50290,116,3,4,23,5,13,16,18,25,0,1,2,6,14
50291,244,6,20,32,18,15,27,104,11,0,3,2,6,14
50292,169,8,10,19,22,18,21,36,26,0,2,3,4,14
50293,32,2,2,7,2,6,4,8,1,0,0,0,0,14
50294,224,17,10,38,9,26,29,58,19,2,5,1,10,14
50295,484,32,17,67,27,32,57,174,53,3,10,2,10,14
50296,480,12,35,34,20,42,123,148,34,0,15,3,14,14
50297,398,15,29,50,14,33,99,95,36,0,12,5,10,14
50298,255,11,7,34,16,22,33,79,28,0,3,9,13,14
50299,126,8,6,10,9,18,14,29,18,0,3,2,9,14
50300,337,2,15,47,24,20,43,127,45,0,6,4,4,14
50301,125,10,10,17,10,19,10,32,11,0,1,0,5,14
50302,257,7,14,21,18,14,45,100,25,0,2,3,8,14
50303,108,5,3,12,8,21,11,35,6,0,1,5,1,14
50304,525,8,26,40,12,45,66,230,37,1,26,9,25,14
50305,101,2,10,11,1,11,11,44,5,2,1,0,3,14
50306,422,12,19,50,16,37,53,184,34,0,5,3,9,14
50307,199,9,6,23,5,12,23,95,14,0,2,0,10,14
50308,433,4,18,60,27,26,36,209,16,3,17,4,13,14
50309,437,13,18,61,17,28,24,213,30,1,18,3,11,14
50310,257,11,7,25,15,27,32,98,32,0,4,1,5,14
50311,107,5,2,9,9,13,19,28,12,1,5,0,4,14
50312,229,6,9,36,8,10,38,73,25,1,8,4,11,14
50313,201,8,5,24,19,13,14,66,30,1,8,4,9,14
50314,116,4,8,23,7,8,8,38,10,0,2,2,6,14
50315,221,4,3,29,4,42,51,50,33,0,1,0,4,14
50316,457,11,43,56,19,30,60,162,30,3,17,8,18,14
50317,122,12,1,17,21,12,6,38,3,0,4,2,6,14
50318,262,14,15,60,9,18,26,71,32,0,2,0,15,14
50607,1089,5,49,95,59,130,256,393,25,4,27,17,29,14
50608,652,18,19,68,60,56,129,235,15,8,24,7,13,14
50609,1036,18,60,93,89,89,224,356,37,7,31,11,21,14
50610,321,13,13,34,7,46,76,84,25,1,6,3,13,14
50611,290,9,6,33,9,24,94,79,19,1,7,2,7,14
50612,46,2,8,9,0,9,7,2,4,0,1,1,3,14
50613,243,4,11,18,11,15,63,85,20,1,6,3,6,14
50614,83,5,7,16,5,0,20,23,3,0,0,0,4,14
50615,416,17,28,27,18,38,122,105,22,0,3,5,31,14
50616,163,2,3,15,16,16,34,44,14,0,13,1,5,14
50617,133,8,3,25,3,12,28,23,19,0,0,4,8,14
50618,132,2,8,23,5,6,30,23,17,1,1,3,13,14
50619,73,4,11,6,1,12,14,12,9,0,2,1,1,14
50620,32,12,2,3,0,1,3,5,5,0,0,0,1,14
50621,154,3,4,26,3,26,27,46,5,0,1,8,5,14
50622,137,1,7,13,6,19,24,43,5,1,3,12,3,14
50623,436,15,31,53,16,46,84,119,32,2,12,8,18,14
50624,316,6,21,25,9,30,85,85,35,0,5,1,14,14
50625,107,3,4,14,3,14,20,28,10,0,4,1,6,14
50626,356,7,13,46,14,34,100,114,11,3,8,1,5,14
50627,486,9,44,30,16,56,138,122,37,1,9,9,15,14
50628,51,4,5,1,1,8,17,9,3,0,0,1,2,14
50629,445,11,25,31,21,64,45,180,28,3,16,7,14,14
50630,154,6,3,17,2,20,27,34,36,0,1,0,8,14
50631,421,10,15,42,18,40,127,106,41,1,6,6,9,14
50632,168,19,10,14,10,19,25,41,21,1,0,2,6,14
50633,384,14,30,30,17,36,60,142,28,4,5,3,15,14
50634,43,2,2,4,1,4,9,10,4,1,0,0,6,14
50635,162,0,0,8,5,5,47,73,15,0,1,1,7,14
50636,90,24,1,9,4,12,25,7,5,0,0,0,3,14
50637,303,13,19,35,20,38,50,73,27,1,2,8,17,14
50638,42,5,0,1,7,18,2,3,6,0,0,0,0,14
50639,243,5,11,28,7,9,76,84,10,1,1,6,5,14
50640,275,39,18,28,6,24,72,60,24,0,0,0,4,14
50641,85,9,3,9,2,15,7,32,2,0,0,1,5,14
50642,261,6,9,11,11,28,89,80,15,0,5,2,5,14
50643,304,18,11,22,7,10,113,78,18,1,13,1,12,14
50644,135,26,4,25,7,6,32,18,10,0,2,2,3,14
50645,203,8,11,20,14,25,45,43,19,0,8,5,5,14
50646,37,4,0,4,1,4,10,10,3,0,0,0,1,14
50647,154,9,4,24,5,12,21,54,16,0,0,1,8,14
50648,492,24,14,61,20,77,126,87,36,3,15,17,12,14
50649,146,17,17,13,3,16,33,32,9,1,1,1,3,14
50650,190,6,6,29,5,14,42,39,24,0,3,8,14,14
50651,112,9,0,11,1,9,34,24,16,0,3,2,3,14
50652,553,6,32,66,42,49,141,166,18,2,7,11,13,14
50653,287,2,16,42,11,27,72,74,19,2,8,3,11,14
50654,358,10,16,39,18,54,80,111,13,3,1,7,6,14
50655,430,10,9,30,31,24,92,179,24,0,9,6,16,14
50656,203,6,14,20,12,18,47,62,16,0,6,1,1,14
50657,103,9,13,21,4,7,15,21,8,0,2,1,2,14
50658,128,10,22,10,6,7,18,36,11,0,3,0,5,14
50659,73,11,8,8,1,10,7,13,6,0,5,1,3,14
50660,35,6,3,6,0,6,6,5,3,0,0,0,0,14
50661,380,4,26,34,23,49,48,150,18,6,8,7,7,14
50662,287,19,11,22,13,31,25,127,21,2,4,4,8,14
50663,139,3,4,18,13,18,10,56,12,0,2,0,3,14
50664,98,5,0,5,4,15,19,39,7,0,2,0,2,14
50665,275,12,11,22,16,38,32,100,20,0,9,2,13,14
50666,50,3,0,1,0,9,4,27,1,0,1,2,2,14
50667,42,9,5,3,0,2,8,9,4,0,1,0,1,14
50668,186,2,4,24,14,21,46,41,24,1,1,3,5,14
50669,33,2,1,1,2,7,6,7,3,0,1,0,3,14
50670,177,5,4,19,2,7,11,101,3,0,1,3,21,14
51032,606,7,22,71,15,73,102,236,21,3,23,8,25,14
51033,645,8,55,64,28,77,100,220,29,14,22,8,20,14
51034,434,3,31,50,19,52,77,145,8,5,30,1,13,14
51035,719,11,47,88,31,84,122,249,14,9,26,16,22,14
51036,538,3,32,71,35,51,62,226,15,7,17,3,16,14
51037,493,6,32,65,15,48,81,184,11,5,23,10,13,14
51038,341,4,19,38,20,58,57,103,11,5,11,1,14,14
51039,576,13,36,57,20,59,69,229,37,4,28,11,13,14
51040,263,2,10,38,16,16,33,126,7,1,2,4,8,14
51041,433,4,29,74,18,39,54,169,18,3,13,2,10,14
51042,520,11,34,92,44,35,53,183,23,3,21,7,14,14
51043,544,5,34,99,31,64,76,188,12,0,17,4,14,14
51044,498,5,31,108,34,64,39,165,15,2,13,8,14,14
51045,698,5,43,112,25,104,126,188,36,3,32,5,19,14
51046,476,7,22,86,10,58,75,144,35,1,17,7,14,14
51047,513,2,42,95,22,54,64,180,18,2,17,6,11,14
51048,167,32,6,20,12,10,8,44,16,0,1,2,16,14
51049,146,1,3,23,4,24,14,43,22,0,2,1,9,14
51051,183,3,4,40,3,25,35,56,9,0,2,0,6,14
51052,89,4,3,13,1,14,16,18,11,0,7,1,1,14
51053,175,2,4,42,4,22,26,54,11,0,6,3,1,14
51054,113,6,4,12,7,17,23,22,13,0,5,1,3,14
51055,425,10,12,61,18,37,70,157,34,2,8,2,14,14
51056,59,2,0,5,16,3,5,22,3,0,1,0,2,14
51057,92,3,0,6,0,9,3,42,23,0,1,0,5,14
51058,162,18,1,19,17,8,8,48,34,0,3,0,6,14
51059,104,2,4,11,13,14,16,26,13,0,1,1,3,14
51060,120,12,1,9,7,11,16,37,17,0,3,2,5,14
51061,205,4,11,28,4,21,31,73,20,0,7,0,6,14
51062,53,5,3,8,5,6,4,12,4,0,3,0,3,14
51063,76,5,2,10,4,11,8,28,7,0,0,0,1,14
51064,125,7,3,11,6,5,15,58,9,0,2,2,7,14
51065,68,7,3,19,2,4,2,15,13,0,0,1,2,14
51066,145,0,7,27,13,15,10,49,18,0,2,0,4,14
51067,71,1,1,12,9,10,9,14,9,3,0,0,3,14
51068,41,2,0,3,1,6,10,14,5,0,0,0,0,14
51069,31,4,0,5,2,8,2,4,4,0,1,1,0,14
51070,93,6,2,12,5,11,13,33,4,0,3,0,4,14
51072,108,1,3,18,2,21,15,32,10,0,0,0,6,14
51073,82,3,1,10,8,9,14,17,11,0,8,0,1,14
51074,88,2,2,17,2,5,23,28,4,0,1,0,4,14
51075,98,1,5,11,9,1,35,28,6,0,2,0,0,14
51076,58,3,0,10,3,10,16,12,1,0,0,0,3,14
51077,277,3,12,31,15,29,40,103,30,4,0,0,10,14
51078,376,6,30,31,13,30,59,149,30,1,6,0,21,14
51079,244,6,9,36,2,28,43,78,24,3,9,1,5,14
51080,125,4,2,22,5,29,16,26,18,0,0,2,1,14
51081,63,4,0,12,5,23,7,8,2,0,1,0,1,14
51082,800,10,62,68,38,92,126,293,37,9,38,5,22,14
51083,121,5,5,17,3,23,23,33,4,0,0,2,6,14
51084,187,3,4,24,7,25,22,57,29,0,5,2,9,14
51085,460,6,34,44,40,24,49,197,24,7,13,12,10,14
51086,75,1,7,9,4,8,17,14,8,0,2,1,4,14
51087,349,6,21,44,15,30,92,88,27,1,11,4,10,14
51088,158,8,1,15,7,18,22,51,23,0,4,0,9,14
51089,210,3,3,31,12,20,21,88,20,1,3,2,6,14
51090,142,5,8,14,5,11,40,36,16,0,1,0,6,14
51092,301,1,5,30,14,28,33,128,29,0,15,3,15,14
51093,382,6,12,67,9,37,55,141,27,2,10,7,9,14
51094,44,2,2,10,3,6,7,12,2,0,0,0,0,14
51591,755,9,39,74,65,45,61,374,27,8,19,5,29,14
51592,746,6,46,84,74,38,56,378,14,13,17,3,17,14
51593,942,12,57,83,89,56,64,487,19,10,25,26,14,14
51594,742,10,57,63,54,25,54,391,26,14,26,8,14,14
51595,930,7,83,70,58,38,66,517,29,12,20,9,21,14
51596,940,11,53,72,68,46,71,520,24,9,30,13,23,14
51597,979,13,65,79,103,48,93,478,22,12,32,14,20,14
51598,1108,18,71,69,105,65,90,569,17,15,27,22,40,14
51599,559,18,36,60,35,29,48,266,12,5,18,5,27,14
51600,966,17,73,56,85,68,78,482,21,12,39,11,24,14
51601,993,10,81,59,134,46,86,450,7,15,54,25,26,14
51602,817,19,58,47,65,52,63,411,14,17,27,20,24,14
51603,675,13,49,57,79,26,44,338,10,15,20,9,15,14
51604,573,8,39,45,62,21,43,296,9,5,25,8,12,14
51605,785,13,45,45,63,36,69,420,25,13,25,11,20,14
51606,671,3,40,69,61,33,49,312,22,8,34,16,24,14
51607,112,4,5,14,9,3,32,42,1,0,1,0,1,14
50721,175,9,6,10,12,25,18,43,40,1,4,3,4,15
50722,47,12,5,7,2,4,0,8,7,0,1,0,1,15
50723,82,9,10,7,5,5,4,24,11,0,0,3,4,15
50724,41,7,1,5,3,1,4,9,8,0,0,0,3,15
50725,200,9,9,16,7,11,20,94,15,0,4,8,7,15
50726,175,13,5,4,10,26,18,60,24,0,0,6,9,15
50727,469,16,28,11,24,25,75,210,56,1,7,8,8,15
50728,291,4,20,9,22,29,46,106,42,0,4,2,7,15
50729,355,30,14,12,43,36,69,89,40,0,8,0,14,15
50730,66,5,3,4,16,8,13,12,5,0,0,0,0,15
50731,245,15,13,22,11,24,40,85,21,0,3,0,11,15
50732,128,2,8,8,2,22,32,29,15,1,2,5,2,15
50733,53,3,1,9,5,1,13,10,10,0,0,0,1,15
50734,365,20,20,26,21,40,30,163,32,0,0,13,0,15
50735,322,19,10,14,23,13,36,144,48,2,1,3,9,15
50736,171,6,9,10,17,13,22,64,18,0,6,0,6,15
50737,45,3,5,2,6,6,6,16,1,0,0,0,0,15
50738,395,13,9,27,13,32,101,115,52,0,13,6,14,15
50739,217,11,8,21,10,10,52,51,36,2,6,0,10,15
50740,111,3,10,3,7,9,29,33,11,0,1,1,4,15
50741,252,10,8,23,13,17,32,95,37,1,3,1,12,15
50742,277,21,14,8,21,9,37,113,31,0,5,1,17,15
50743,355,10,18,26,21,20,27,163,37,2,9,5,17,15
50744,201,3,5,19,12,11,37,65,33,0,5,3,8,15
50745,606,12,28,25,33,75,113,235,36,2,21,14,12,15
50746,788,46,52,53,23,57,129,300,33,5,43,21,26,15
50747,746,24,57,34,38,86,129,252,33,8,36,24,25,15
50748,252,11,5,13,24,16,34,105,25,0,5,3,11,15
50749,230,5,11,6,14,21,39,78,38,0,5,6,7,15
50750,130,17,11,11,11,22,12,28,16,0,1,0,1,15
50751,350,8,6,21,30,19,57,138,36,0,8,14,13,15
50752,160,19,13,9,11,14,32,32,14,0,2,9,5,15
50753,232,24,25,25,11,13,47,48,21,1,1,9,7,15
50754,76,4,1,4,6,10,11,18,16,1,0,0,5,15
50755,112,6,4,5,6,13,18,46,9,0,1,1,3,15
50756,38,3,5,10,2,1,5,7,4,0,0,0,1,15
50757,84,9,3,12,3,7,12,20,14,0,1,2,1,15
50758,102,11,6,8,10,5,23,19,10,0,5,4,1,15
50759,153,9,5,2,9,22,21,48,25,0,2,0,10,15
50760,85,5,5,11,3,5,17,21,12,1,0,0,5,15
50761,367,25,13,18,13,39,62,139,35,0,6,5,12,15
50762,139,11,9,7,21,14,27,31,16,0,0,2,1,15
50763,302,7,19,21,24,16,59,108,29,0,6,4,9,15
50764,283,15,18,25,23,8,44,113,24,1,4,3,5,15
50765,188,22,12,16,10,12,30,44,29,0,4,2,7,15
50766,245,2,8,14,10,46,57,74,20,3,3,2,6,15
50767,143,3,4,23,6,20,31,30,20,0,2,2,2,15
50768,99,6,8,10,4,5,29,25,8,0,1,0,3,15
50769,14,0,2,2,2,3,0,3,2,0,0,0,0,15
51095,962,24,46,113,44,57,106,443,51,5,30,20,23,15
51096,547,9,24,47,26,33,67,259,33,2,33,8,6,15
51097,520,8,8,62,39,24,86,233,21,3,15,8,13,15
51098,954,7,26,66,46,61,64,568,36,4,26,20,30,15
51099,672,5,33,60,43,46,30,375,33,3,21,11,12,15
51100,566,10,17,61,33,58,27,294,13,5,28,8,12,15
51101,546,7,19,31,43,35,34,315,14,10,9,17,12,15
51102,406,11,16,42,31,26,50,149,39,5,9,5,23,15
51103,353,8,7,72,23,19,18,138,48,2,4,6,8,15
51104,195,10,9,36,9,18,14,64,20,0,5,4,6,15
51105,337,9,13,35,18,14,41,144,34,0,5,13,11,15
51106,332,3,11,27,8,40,15,168,25,4,12,1,18,15
51107,661,15,14,85,43,36,88,271,69,2,9,4,25,15
51108,137,9,5,22,7,6,6,64,5,0,5,3,5,15
51109,111,0,7,14,6,7,12,41,17,0,1,3,3,15
51110,236,12,5,36,2,11,19,121,20,0,2,2,6,15
51111,196,8,1,23,12,16,28,89,5,2,3,1,8,15
51112,620,12,15,87,33,23,48,286,67,8,8,9,24,15
51113,554,6,22,84,16,13,44,265,44,3,26,9,22,15
51114,505,16,22,64,18,22,45,245,32,2,13,10,16,15
51115,172,12,3,20,7,11,25,75,10,0,2,5,2,15
51116,149,10,2,22,2,9,23,61,12,1,1,1,5,15
51117,283,12,10,20,17,37,34,85,49,2,2,2,13,15
51118,149,14,5,24,4,10,5,56,24,0,3,1,3,15
51119,151,8,12,16,9,6,25,55,13,1,3,1,2,15
51120,222,7,8,32,6,7,27,96,19,3,1,7,9,15
51121,162,10,2,42,5,18,9,57,9,1,0,7,2,15
51122,197,15,7,17,14,7,22,79,25,0,1,1,9,15
51123,102,10,6,15,9,9,12,24,5,1,0,3,8,15
51124,297,9,5,42,11,14,43,129,21,0,7,6,10,15
51125,321,8,8,62,11,15,41,118,46,0,4,4,4,15
51126,285,19,17,20,9,11,62,84,43,2,2,8,8,15
51127,414,10,11,30,28,32,68,167,50,0,5,1,12,15
51128,18,1,0,1,5,2,2,6,0,0,0,0,1,15
51165,956,14,44,67,81,67,143,454,24,6,32,6,18,15
51166,891,13,39,57,79,91,135,357,17,10,40,16,37,15
51167,941,22,48,57,58,56,158,439,33,14,31,10,15,15
51168,971,20,42,61,110,65,143,394,29,14,42,17,34,15
51169,821,14,53,58,46,60,142,357,25,5,36,5,20,15
51170,1034,9,43,43,72,86,170,491,40,8,38,7,27,15
51171,724,11,32,51,21,53,110,364,47,1,20,2,12,15
51172,855,57,34,47,15,54,172,361,54,1,25,6,29,15
51173,705,13,50,64,20,55,132,297,45,2,11,5,11,15
51174,664,19,20,55,25,51,85,334,31,2,21,8,13,15
51175,643,12,33,32,22,56,110,286,42,12,11,8,19,15
51176,282,17,6,22,22,22,30,123,32,0,2,1,5,15
51177,492,16,22,67,26,28,80,199,32,0,13,3,6,15
51178,212,6,11,11,7,17,22,79,42,1,8,4,4,15
51179,447,24,20,31,22,21,85,175,26,2,5,10,26,15
51180,209,5,8,20,9,5,36,93,22,0,6,2,3,15
51181,170,6,10,9,2,14,22,77,23,0,1,1,5,15
51182,427,10,13,46,21,45,56,135,67,0,11,11,12,15
51183,314,5,8,35,21,26,36,146,15,1,6,3,12,15
51184,396,11,17,79,21,19,35,178,14,5,4,5,8,15
51185,177,6,12,16,13,10,33,57,16,0,2,1,11,15
51186,490,7,18,30,26,17,118,197,41,0,16,2,18,15
51187,890,9,33,53,80,53,147,410,44,8,24,7,22,15
51188,577,17,33,29,46,44,79,238,30,10,26,10,15,15
51189,782,8,20,56,53,53,119,358,55,10,22,11,17,15
51190,579,11,12,30,39,50,108,251,45,2,11,7,13,15
51191,60,11,0,1,3,8,4,15,12,0,1,0,5,15
51192,307,5,18,15,18,27,30,129,44,0,6,4,11,15
51193,566,20,16,53,15,28,90,282,34,0,7,4,17,15
51194,383,21,6,34,10,26,38,182,36,2,14,2,12,15
51195,260,21,10,37,11,21,41,68,36,3,7,3,2,15
51196,72,3,4,6,2,7,6,35,7,0,0,1,1,15
51197,357,16,28,28,7,23,62,134,26,2,11,6,14,15
51198,232,11,10,24,19,23,30,68,23,5,10,6,3,15
51199,189,3,8,29,11,8,46,48,26,2,2,0,6,15
51200,244,7,9,30,13,25,29,84,27,0,7,10,3,15
51201,368,11,15,20,19,14,60,151,50,0,8,6,14,15
51202,408,10,13,27,23,16,74,187,27,2,9,4,16,15
51203,331,36,5,41,35,25,62,87,26,0,4,3,7,15
51204,349,8,18,31,10,33,59,140,23,4,10,1,12,15
51205,186,9,8,18,9,7,17,71,28,4,2,10,3,15
51206,335,19,8,33,18,16,78,103,43,0,7,3,7,15
51207,290,11,13,24,11,11,28,129,37,2,6,5,13,15
51208,297,9,7,13,18,15,45,132,41,1,3,2,11,15
51209,382,11,19,32,21,21,39,164,40,1,12,11,11,15
51285,624,9,14,27,27,29,88,353,37,2,15,9,14,15
51286,403,3,13,18,32,37,52,162,35,4,20,14,13,15
51287,44,6,3,7,0,3,3,15,2,0,2,2,1,15
51288,189,8,6,18,3,2,40,61,36,0,3,6,6,15
51289,230,3,5,29,8,7,46,89,27,0,3,5,8,15
51290,357,5,8,25,29,16,89,122,42,0,3,3,15,15
51291,71,2,4,1,10,0,12,33,6,0,1,0,2,15
51292,17,0,2,2,0,2,0,5,4,0,0,0,2,15
51293,275,6,17,10,27,27,21,138,13,3,2,3,8,15
51294,421,41,16,24,32,9,35,211,26,1,3,4,19,15
51295,154,4,7,15,17,6,23,56,11,2,0,4,9,15
51296,407,32,2,64,23,32,26,132,51,2,3,11,29,15
51297,282,8,6,22,28,30,36,108,31,0,1,6,6,15
51298,498,9,27,36,21,25,65,230,40,1,14,13,17,15
51299,395,13,8,46,17,20,41,190,37,0,7,5,11,15
51300,81,1,2,9,2,7,14,33,10,0,0,0,3,15
51301,134,5,7,16,14,5,5,51,15,0,4,3,9,15
51302,118,6,0,13,9,6,5,58,9,2,3,4,3,15
51303,282,15,9,20,8,19,43,100,35,3,5,17,8,15
51304,134,3,3,14,4,16,22,36,17,0,2,11,6,15
51305,327,15,10,29,15,19,38,137,40,0,10,4,10,15
51306,39,4,3,2,1,4,2,7,7,3,0,4,2,15
51307,231,3,7,16,12,5,23,110,25,3,6,10,11,15
51308,61,4,4,4,5,4,5,21,9,0,1,0,4,15
